Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,SalePrice
480,30,RM,50,5925,Pave,,Reg,Bnk,89471
481,20,RL,98,16033,Pave,,IR1,Lvl,326000
482,20,RL,72,11846,Pave,,IR1,HLS,374000
483,70,RM,50,2500,Pave,Pave,Reg,Lvl,155000
484,120,RM,32,4500,Pave,,Reg,Lvl,164000
485,20,RL,,7758,Pave,,IR1,Lvl,132500
486,20,RL,80,9600,Pave,,Reg,Lvl,147000
487,20,RL,79,10289,Pave,,Reg,Lvl,156000
488,20,RL,70,12243,Pave,,IR1,Lvl,175000
489,190,RL,60,10800,Pave,,Reg,Lvl,160000
490,180,RM,21,1526,Pave,,Reg,Lvl,86000
491,160,RM,,2665,Pave,,Reg,Lvl,115000
492,50,RL,79,9490,Pave,,Reg,Lvl,133000
493,60,RL,105,15578,Pave,,IR1,Lvl,172785
494,20,RL,70,7931,Pave,,Reg,Lvl,155000
495,30,RM,50,5784,Pave,,Reg,Lvl,91300
496,30,C (all),60,7879,Pave,,Reg,Lvl,34900
497,20,RL,,12692,Pave,,IR1,Lvl,430000
498,50,RL,60,9120,Pave,Pave,Reg,Lvl,184000
499,20,RL,65,7800,Pave,,Reg,Lvl,130000
500,20,RL,70,7535,Pave,,IR1,Lvl,120000
501,160,RM,21,1890,Pave,,Reg,Lvl,113000
502,60,FV,75,9803,Pave,,Reg,Lvl,226700
503,20,RL,70,9170,Pave,,Reg,Lvl,140000
504,20,RL,100,15602,Pave,,IR1,Lvl,289000
505,160,RL,24,2308,Pave,,Reg,Lvl,147000
506,90,RM,60,7596,Pave,Grvl,Reg,Lvl,124500
507,60,RL,80,9554,Pave,,IR1,Lvl,215000
508,20,FV,75,7862,Pave,,IR1,Lvl,208300
509,70,RM,60,9600,Pave,,Reg,Lvl,161000
510,20,RL,80,9600,Pave,,Reg,Lvl,124500
511,20,RL,75,14559,Pave,,Reg,Lvl,164900
512,120,RL,40,6792,Pave,,IR1,Lvl,202665
513,20,RL,70,9100,Pave,,Reg,Lvl,129900
514,20,RL,71,9187,Pave,,Reg,Bnk,134000
515,45,RL,55,10594,Pave,,Reg,Lvl,96500
516,20,RL,94,12220,Pave,,Reg,Lvl,402861
517,80,RL,,10448,Pave,,IR1,Lvl,158000
518,60,RL,79,10208,Pave,,IR1,Lvl,265000
519,60,RL,,9531,Pave,,IR1,Lvl,211000
520,70,RL,53,10918,Pave,,Reg,Lvl,234000
521,190,RL,60,10800,Pave,Grvl,Reg,Lvl,106250
522,20,RL,90,11988,Pave,,IR1,Lvl,150000
523,50,RM,50,5000,Pave,,Reg,Lvl,159000
524,60,RL,130,40094,Pave,,IR1,Bnk,184750
525,60,RL,95,11787,Pave,,IR1,Lvl,315750
526,20,FV,62,7500,Pave,Pave,Reg,Lvl,176000
527,20,RL,70,13300,Pave,,Reg,Lvl,132000
528,60,RL,67,14948,Pave,,IR1,Lvl,446261
529,30,RL,58,9098,Pave,,IR1,Lvl,86000
530,20,RL,,32668,Pave,,IR1,Lvl,200624
531,80,RL,85,10200,Pave,,Reg,Lvl,175000
532,70,RM,60,6155,Pave,,IR1,Lvl,128000
533,20,RL,60,7200,Pave,,Reg,Lvl,107500
534,20,RL,50,5000,Pave,,Reg,Low,39300
535,60,RL,74,9056,Pave,,IR1,Lvl,178000
536,190,RL,70,7000,Pave,,Reg,Lvl,107500
537,60,RL,57,8924,Pave,,IR1,Lvl,188000
538,20,RL,,12735,Pave,,IR1,Lvl,111250
539,20,RL,,11553,Pave,,IR1,Lvl,158000
540,20,RL,,11423,Pave,,Reg,Lvl,272000
541,20,RL,85,14601,Pave,,Reg,Lvl,315000
542,60,RL,,11000,Pave,,Reg,Lvl,248000
543,20,RL,78,10140,Pave,,Reg,Lvl,213250
544,120,RH,34,4058,Pave,,Reg,Lvl,133000
545,60,RL,58,17104,Pave,,IR1,Lvl,179665
546,50,RL,,13837,Pave,,IR1,Lvl,229000
547,50,RL,70,8737,Pave,,IR1,Bnk,210000
548,85,RL,54,7244,Pave,,Reg,Lvl,129500
549,20,RM,49,8235,Pave,,IR1,HLS,125000
550,60,FV,75,9375,Pave,,Reg,Lvl,263000
551,120,RL,53,4043,Pave,,Reg,Lvl,140000
552,20,RM,50,6000,Pave,,Reg,Lvl,112500
553,20,RL,87,11146,Pave,,IR1,Lvl,255500
554,20,RL,67,8777,Pave,,Reg,Lvl,108000
555,60,RL,85,10625,Pave,,Reg,Lvl,284000
556,45,RM,58,6380,Pave,,Reg,Lvl,113000
557,20,RL,69,14850,Pave,,IR1,Lvl,141000
558,50,C (all),60,11040,Pave,,Reg,Low,108000
559,60,RL,57,21872,Pave,,IR2,HLS,175000
560,120,RL,,3196,Pave,,Reg,Lvl,234000
561,20,RL,,11341,Pave,,IR1,Lvl,121500
562,20,RL,77,10010,Pave,,Reg,Lvl,170000
563,30,RL,63,13907,Pave,,Reg,Lvl,108000
564,50,RL,66,21780,Pave,,Reg,Lvl,185000
565,60,RL,,13346,Pave,,IR1,Lvl,268000
566,70,RL,66,6858,Pave,,Reg,Bnk,128000
567,60,RL,77,11198,Pave,,IR1,Lvl,325000
568,20,RL,70,10171,Pave,,IR1,Lvl,214000
569,50,RL,79,12327,Pave,,IR1,Low,316600
570,90,RL,,7032,Pave,,IR1,Lvl,135960
571,90,RL,74,13101,Pave,,IR1,Lvl,142600
572,20,RL,60,7332,Pave,,Reg,Lvl,120000
573,60,RL,83,13159,Pave,,IR1,HLS,224500
574,80,RL,76,9967,Pave,,IR1,Lvl,170000
575,80,RL,70,10500,Pave,,Reg,Lvl,139000
576,50,RL,80,8480,Pave,,Reg,Lvl,118500
577,50,RL,52,6292,Pave,,Reg,Lvl,145000
578,80,RL,96,11777,Pave,,IR1,Lvl,164500
579,160,FV,34,3604,Pave,Pave,Reg,Lvl,146000
580,50,RM,81,12150,Pave,Grvl,Reg,Lvl,131500
581,20,RL,,14585,Pave,,IR1,Lvl,181900
582,20,RL,98,12704,Pave,,Reg,Lvl,253293
583,90,RL,81,11841,Grvl,,Reg,Lvl,118500
584,75,RM,75,13500,Pave,,Reg,Lvl,325000
585,50,RM,51,6120,Pave,,Reg,Lvl,133000
586,20,RL,88,11443,Pave,,Reg,Lvl,369900
587,30,RL,55,10267,Pave,,Reg,Lvl,130000
588,85,RL,74,8740,Pave,,IR1,Lvl,137000
589,20,RL,65,25095,Pave,,IR1,Low,143000
590,40,RM,50,9100,Pave,,Reg,Lvl,79500
591,60,RL,64,8320,Pave,,Reg,Lvl,185900
592,60,RL,97,13478,Pave,,IR1,Lvl,451950
593,20,RL,60,6600,Pave,,Reg,Lvl,138000
594,120,RM,,4435,Pave,,Reg,Lvl,140000
595,20,RL,88,7990,Pave,,IR1,Lvl,110000
596,20,RL,69,11302,Pave,,IR1,Lvl,319000
597,70,RM,60,3600,Pave,Grvl,Reg,Lvl,114504
598,120,RL,53,3922,Pave,,Reg,Lvl,194201
599,20,RL,80,12984,Pave,,Reg,Bnk,217500
600,160,RM,24,1950,Pave,,Reg,Lvl,151000
601,60,RL,74,10927,Pave,,Reg,Lvl,275000
602,50,RM,50,9000,Pave,,Reg,Bnk,141000
603,60,RL,80,10041,Pave,,IR1,Lvl,220000
604,160,FV,30,3182,Pave,Pave,Reg,Lvl,151000
605,20,RL,88,12803,Pave,,IR1,Lvl,221000
606,60,RL,85,13600,Pave,,Reg,Lvl,205000
607,20,RL,82,12464,Pave,,IR2,Low,152000
608,20,RL,78,7800,Pave,,Reg,Bnk,225000
609,70,RL,78,12168,Pave,,Reg,HLS,359100
610,20,RL,61,7943,Pave,,Reg,Lvl,118500
611,60,RL,,11050,Pave,,Reg,Lvl,313000
612,80,RL,,10395,Pave,,IR1,Lvl,148000
613,60,RL,,11885,Pave,,Reg,Lvl,261500
614,20,RL,70,8402,Pave,,Reg,Lvl,147000
615,180,RM,21,1491,Pave,,Reg,Lvl,75500
616,85,RL,80,8800,Pave,,Reg,Lvl,137500
617,60,RL,,7861,Pave,,IR1,Lvl,183200
618,45,RL,59,7227,Pave,,Reg,HLS,105500
619,20,RL,90,11694,Pave,,Reg,Lvl,314813
620,60,RL,85,12244,Pave,,Reg,Lvl,305000
621,30,RL,45,8248,Pave,Grvl,Reg,Lvl,67000
622,60,RL,90,10800,Pave,,Reg,Lvl,240000
623,20,RL,71,7064,Pave,,Reg,Lvl,135000
624,160,FV,,2117,Pave,,Reg,Lvl,168500
625,60,RL,80,10400,Pave,,Reg,Lvl,165150
626,20,RL,87,10000,Pave,,IR1,Lvl,160000
627,20,RL,,12342,Pave,,IR1,Lvl,139900
628,80,RL,80,9600,Pave,,Reg,Lvl,153000
629,60,RL,70,11606,Pave,,IR1,HLS,135000
630,80,RL,82,9020,Pave,,Reg,Lvl,168500
631,70,RM,50,9000,Pave,Grvl,Reg,Lvl,124000
632,120,RL,34,4590,Pave,,Reg,Lvl,209500
633,20,RL,85,11900,Pave,,Reg,Lvl,82500
634,20,RL,80,9250,Pave,,Reg,Lvl,139400
635,90,RL,64,6979,Pave,,Reg,Lvl,144000
636,190,RH,60,10896,Pave,Pave,Reg,Bnk,200000
637,30,RM,51,6120,Pave,,Reg,Lvl,60000
638,190,RM,50,6000,Pave,,Reg,Lvl,93000
639,30,RL,67,8777,Pave,,Reg,Lvl,85000
640,120,RL,53,3982,Pave,,Reg,Lvl,264561
641,120,RL,62,12677,Pave,,IR1,Lvl,274000
642,60,FV,,7050,Pave,,Reg,Lvl,226000
643,80,RL,75,13860,Pave,,Reg,Lvl,345000
644,60,RL,80,10793,Pave,,Reg,Lvl,152000
645,20,FV,85,9187,Pave,,Reg,Lvl,370878
646,20,RL,,10530,Pave,,IR1,Lvl,143250
647,20,RL,60,7200,Pave,,Reg,Lvl,98300
648,20,RL,85,10452,Pave,,IR1,Lvl,155000
649,60,RL,70,7700,Pave,,Reg,Lvl,155000
650,180,RM,21,1936,Pave,,Reg,Lvl,84500
651,60,FV,65,8125,Pave,,Reg,Lvl,205950
652,70,RL,60,9084,Pave,,Reg,Lvl,108000
653,60,RL,70,8750,Pave,,Reg,Lvl,191000
654,50,RM,60,10320,Pave,Grvl,Reg,Lvl,135000
655,20,RL,91,10437,Pave,,IR1,Lvl,350000
656,160,RM,21,1680,Pave,,Reg,Lvl,88000
657,20,RL,72,10007,Pave,,IR1,Lvl,145500
658,70,RL,60,7200,Pave,,Reg,HLS,149000
659,50,RL,78,17503,Pave,,Reg,Lvl,97500
660,20,RL,75,9937,Pave,,Reg,Lvl,167000
661,60,RL,,12384,Pave,,Reg,Lvl,197900
662,60,RL,52,46589,Pave,,IR2,Lvl,402000
663,20,RL,120,13560,Pave,,Reg,Lvl,110000
664,85,RL,90,10012,Pave,,Reg,Lvl,137500
665,20,RL,49,20896,Pave,,IR2,Lvl,423000
666,60,RL,106,11194,Pave,,IR1,Lvl,230500
667,60,RL,,18450,Pave,,IR1,Lvl,129000
668,20,RL,65,8125,Pave,,Reg,Lvl,193500
669,20,RL,,14175,Pave,,Reg,Bnk,168000
670,30,RL,80,11600,Pave,,Reg,Lvl,137500
671,60,RL,64,8633,Pave,,Reg,Lvl,173500
672,70,RH,54,6629,Pave,,Reg,Lvl,103600
673,20,RL,,11250,Pave,,IR1,Lvl,165000
674,20,RL,110,14442,Pave,,Reg,Lvl,257500
675,20,RL,80,9200,Pave,,Reg,Lvl,140000
676,160,RL,24,2289,Pave,,Reg,Lvl,148500
677,70,RM,60,9600,Pave,Grvl,Reg,Lvl,87000
678,30,RL,52,9022,Pave,,Reg,Lvl,109500
679,20,RL,80,11844,Pave,,IR1,Lvl,372500
680,20,RL,,9945,Pave,,IR1,Lvl,128500
681,120,RL,50,8012,Pave,,Reg,Lvl,143000
682,50,RH,55,4500,Pave,Pave,IR2,Bnk,159434
683,120,RL,,2887,Pave,,Reg,HLS,173000
684,20,RL,90,11248,Pave,,IR1,Lvl,285000
685,60,RL,58,16770,Pave,,IR2,Lvl,221000
686,160,RL,,5062,Pave,,IR1,Lvl,207500
687,60,FV,84,10207,Pave,,Reg,Lvl,227875
688,160,FV,,5105,Pave,,IR2,Lvl,148800
689,20,RL,60,8089,Pave,,Reg,HLS,392000
690,120,RL,61,7577,Pave,,IR1,Lvl,194700
691,120,RM,,4426,Pave,,Reg,Lvl,141000
692,60,RL,104,21535,Pave,,IR1,Lvl,755000
693,60,RL,42,26178,Pave,,IR1,Lvl,335000
694,30,RL,60,5400,Pave,,Reg,Lvl,108480
695,50,RM,51,6120,Pave,,Reg,Lvl,141500
696,20,RL,54,13811,Pave,,IR1,Lvl,176000
697,30,RM,50,6000,Pave,,Reg,Lvl,89000
698,20,RL,57,6420,Pave,,IR1,Lvl,123500
699,20,RL,65,8450,Pave,,Reg,Lvl,138500
700,120,FV,59,4282,Pave,Pave,IR2,Lvl,196000
701,20,RL,85,14331,Pave,,Reg,Lvl,312500
702,20,RL,80,9600,Pave,,Reg,Lvl,140000
703,60,RL,82,12438,Pave,,IR1,Lvl,361919
704,190,RM,76,7630,Pave,,Reg,Lvl,140000
705,20,RL,70,8400,Pave,,Reg,Lvl,213000
706,190,RM,70,5600,Pave,,Reg,Lvl,55000
707,20,RL,,115149,Pave,,IR2,Low,302000
708,120,RL,48,6240,Pave,,Reg,Lvl,254000
709,60,RL,65,9018,Pave,,IR1,Lvl,179540
710,20,RL,,7162,Pave,,IR1,Lvl,109900
711,30,RL,56,4130,Pave,,IR1,Lvl,52000
712,50,C (all),66,8712,Pave,Pave,Reg,HLS,102776
713,120,RL,40,4671,Pave,,IR1,HLS,189000
714,190,RL,60,9873,Pave,,Reg,Lvl,129000
715,60,RL,,13517,Pave,,IR1,Lvl,130500
716,20,RL,78,10140,Pave,,Reg,Lvl,165000
717,70,RM,60,10800,Pave,Grvl,Reg,Bnk,159500
718,20,RL,80,10000,Pave,,Reg,Lvl,157000
719,60,RL,96,10542,Pave,,Reg,Lvl,341000
720,20,RL,69,9920,Pave,,IR1,Lvl,128500
721,120,RL,,6563,Pave,,IR1,Low,275000
722,120,RM,,4426,Pave,,Reg,Lvl,143000
723,20,RL,70,8120,Pave,,Reg,Lvl,124500
724,50,RL,60,8172,Pave,,Reg,Lvl,135000
725,20,RL,86,13286,Pave,,IR1,Lvl,320000
726,20,RL,60,6960,Pave,,Reg,Lvl,120500
727,20,RL,,21695,Pave,,IR1,Lvl,222000
728,20,RL,64,7314,Pave,,Reg,Lvl,194500
729,90,RL,85,11475,Pave,,Reg,Lvl,110000
730,30,RM,52,6240,Pave,Grvl,Reg,Lvl,103000
731,120,RL,39,5389,Pave,,IR1,Lvl,236500
732,80,RL,73,9590,Pave,,IR1,Lvl,187500
733,60,RL,75,11404,Pave,,IR1,Lvl,222500
734,20,RL,80,10000,Pave,,Reg,Lvl,131400
735,20,RL,,8978,Pave,,IR1,Lvl,108000
736,75,RM,60,10800,Pave,,Reg,Lvl,163000
737,90,RL,60,8544,Pave,,Reg,Lvl,93500
738,60,RL,72,10463,Pave,,IR1,HLS,239900
739,90,RL,60,10800,Pave,,Reg,Lvl,179000
740,60,RL,65,9313,Pave,,IR1,Lvl,190000
741,70,RM,60,9600,Pave,Grvl,Reg,Lvl,132000
742,20,RL,65,6768,Pave,,IR1,Lvl,142000
743,20,RL,65,8450,Pave,,Reg,Lvl,179000
744,80,RL,70,12886,Pave,,IR1,Lvl,175000
745,120,RL,41,5395,Pave,,IR1,HLS,180000
746,60,RL,,8963,Pave,,IR1,Lvl,299800
747,60,RL,,8795,Pave,,IR1,Lvl,236000
748,70,RM,65,11700,Pave,Pave,IR1,Lvl,265979
749,20,RL,59,10593,Pave,,IR1,Lvl,260400
750,50,RL,50,8405,Pave,,Reg,Lvl,98000
751,50,RM,55,8800,Pave,Grvl,Reg,Lvl,96500
752,60,RL,,7750,Pave,,Reg,Lvl,162000
753,20,RL,79,9236,Pave,,IR1,Lvl,217000
754,60,RL,80,10240,Pave,,Reg,Lvl,275500
755,20,RL,61,7930,Pave,,Reg,Lvl,156000
756,160,FV,34,3230,Pave,Pave,Reg,Lvl,172500
757,60,RL,68,10769,Pave,,IR1,Lvl,212000
758,60,RL,,11616,Pave,,IR1,Lvl,158900
759,160,FV,24,2280,Pave,Pave,Reg,Lvl,179400
760,60,RL,65,12257,Pave,,IR1,Lvl,290000
761,20,RL,70,9100,Pave,,Reg,Lvl,127500
762,30,RM,60,6911,Pave,,Reg,Lvl,100000
763,60,FV,72,8640,Pave,,Reg,Lvl,215200
764,60,RL,82,9430,Pave,,Reg,Lvl,337000
765,120,RL,30,9549,Pave,,IR1,Lvl,270000
766,20,RL,75,14587,Pave,,IR1,Lvl,264132
767,60,RL,80,10421,Pave,,Reg,Lvl,196500
768,50,RL,75,12508,Pave,,IR1,Lvl,160000
769,20,RL,70,9100,Pave,,Reg,Lvl,216837
770,60,RL,47,53504,Pave,,IR2,HLS,538000
771,85,RL,,7252,Pave,,IR1,Lvl,134900
772,20,RL,67,8877,Pave,,Reg,Lvl,102000
773,80,RL,94,7819,Pave,,Reg,Lvl,107000
774,20,RL,70,10150,Pave,,Reg,Lvl,114500
775,20,RL,110,14226,Pave,,Reg,Lvl,395000
776,120,RM,32,4500,Pave,,Reg,Lvl,162000
777,20,RL,86,11210,Pave,,IR1,Lvl,221500
778,20,RL,100,13350,Pave,,IR1,Lvl,142500
779,90,RH,60,8400,Pave,,Reg,Lvl,144000
780,90,RL,78,10530,Pave,,Reg,Lvl,135000
781,20,RL,63,7875,Pave,,Reg,Lvl,176000
782,60,RL,65,7153,Pave,,Reg,Lvl,175900
783,20,RL,67,16285,Pave,,IR2,Lvl,187100
784,85,RL,,9101,Pave,,IR1,Lvl,165500
785,75,RM,35,6300,Pave,Grvl,Reg,Lvl,128000
786,20,RL,,9790,Pave,,Reg,Lvl,161500
787,50,RM,60,10800,Pave,,Reg,Lvl,139000
788,60,RL,76,10142,Pave,,IR1,Lvl,233000
789,20,RM,50,6000,Pave,,Reg,Lvl,107900
790,60,RL,,12205,Pave,,IR1,Low,187500
791,120,RL,43,3182,Pave,,Reg,Lvl,160200
792,80,RL,,11333,Pave,,IR1,Lvl,146800
793,60,RL,92,9920,Pave,,IR1,Lvl,269790
794,20,RL,76,9158,Pave,,Reg,Lvl,225000
795,60,RL,,10832,Pave,,IR1,Lvl,194500
796,60,RL,70,8400,Pave,,Reg,Lvl,171000
797,20,RL,71,8197,Pave,,Reg,Lvl,143500
798,20,RL,57,7677,Pave,,Reg,Lvl,110000
799,60,RL,104,13518,Pave,,Reg,Lvl,485000
800,50,RL,60,7200,Pave,,Reg,Lvl,175000
801,60,RL,79,12798,Pave,,IR1,HLS,200000
802,30,RM,40,4800,Pave,,Reg,Lvl,109900
803,60,RL,63,8199,Pave,,Reg,Lvl,189000
804,60,RL,107,13891,Pave,,Reg,Lvl,582933
805,20,RL,75,9000,Pave,,Reg,Lvl,118000
806,20,RL,91,12274,Pave,,IR1,Lvl,227680
807,80,RL,75,9750,Pave,,Reg,Lvl,135500
808,70,RL,144,21384,Pave,,Reg,Lvl,223500
809,80,RL,85,13400,Pave,,Reg,Lvl,159950
810,75,RM,90,8100,Pave,,Reg,Lvl,106000
811,20,RL,78,10140,Pave,,Reg,Lvl,181000
812,120,RM,,4438,Pave,,Reg,Lvl,144500
813,20,C (all),66,8712,Grvl,,Reg,Bnk,55993
814,20,RL,75,9750,Pave,,Reg,Lvl,157900
815,50,RL,45,8248,Pave,Grvl,Reg,Lvl,116000
816,20,RL,48,12137,Pave,,IR2,Lvl,224900
817,20,RL,,11425,Pave,,IR1,Lvl,137000
818,20,RL,,13265,Pave,,IR1,Lvl,271000
819,80,RL,80,8816,Pave,,Reg,Lvl,155000
820,120,RL,44,6371,Pave,,IR1,Lvl,224000
821,60,RL,72,7226,Pave,,IR1,Lvl,183000
822,20,RM,60,6000,Pave,Pave,Reg,Bnk,93000
823,60,RL,,12394,Pave,,IR1,Lvl,225000
824,50,RL,60,9900,Pave,,Reg,Lvl,139500
825,20,FV,81,11216,Pave,,Reg,Lvl,232600
826,20,RL,114,14803,Pave,,Reg,Lvl,385000
827,45,RM,50,6130,Pave,,Reg,Lvl,109500
828,20,RL,65,8529,Pave,,IR1,Lvl,189000
829,60,RL,,28698,Pave,,IR2,Low,185000
830,160,FV,24,2544,Pave,Pave,Reg,Lvl,147400
831,20,RL,80,11900,Pave,,IR1,Lvl,166000
832,160,FV,30,3180,Pave,Pave,Reg,Lvl,151000
833,60,RL,44,9548,Pave,,IR1,Lvl,237000
834,20,RL,100,10004,Pave,,Reg,Lvl,167000
835,20,RL,75,7875,Pave,,Reg,Lvl,139950
836,20,RL,60,9600,Pave,,Reg,Lvl,128000
837,30,RM,90,8100,Pave,Pave,Reg,Lvl,153500
838,160,RM,21,1680,Pave,,Reg,Lvl,100000
839,20,RL,75,9525,Pave,,Reg,Lvl,144000
840,50,RL,70,11767,Pave,,Reg,Lvl,130500
841,70,RH,,12155,Pave,,IR1,Lvl,140000
842,70,RM,60,10440,Pave,Grvl,Reg,Lvl,157500
843,80,RL,82,9020,Pave,,Reg,Lvl,174900
844,90,RL,80,8000,Pave,,Reg,Lvl,141000
845,50,RM,100,12665,Pave,Grvl,IR1,Lvl,153900
846,85,RL,,16647,Pave,,IR1,Lvl,171000
847,60,RL,75,9317,Pave,,Reg,Lvl,213000
848,20,RL,36,15523,Pave,,IR1,Lvl,133500
849,50,RL,75,45600,Pave,,IR2,Bnk,240000
850,80,RL,80,9600,Pave,,Reg,Lvl,187000
851,120,RM,36,4435,Pave,,Reg,Lvl,131500
852,120,RL,,3196,Pave,,Reg,Lvl,215000
853,75,RL,53,7128,Pave,,Reg,Lvl,164000
854,80,RL,,12095,Pave,,IR1,Lvl,158000
855,20,RL,102,17920,Pave,,Reg,Lvl,170000
856,20,RL,,6897,Pave,,IR1,Lvl,127000
857,80,RL,,10970,Pave,,IR1,Low,147000
858,60,RL,65,8125,Pave,,Reg,Lvl,174000
859,20,RL,80,10400,Pave,,Reg,Lvl,152000
860,60,RL,,11029,Pave,,IR1,Lvl,250000
861,50,RL,55,7642,Pave,,Reg,Lvl,189950
862,190,RL,75,11625,Pave,,Reg,Lvl,131500
863,20,RL,81,9672,Pave,,Reg,Lvl,152000
864,20,RL,70,7931,Pave,,Reg,Lvl,132500
865,20,FV,72,8640,Pave,,Reg,Lvl,250580
866,20,RL,,8750,Pave,,IR1,Lvl,148500
867,20,RL,67,10656,Pave,,IR1,HLS,248900
868,20,RL,85,6970,Pave,,Reg,Lvl,129000
869,60,RL,,14762,Pave,,IR2,Lvl,169000
870,60,RL,80,9938,Pave,,Reg,Lvl,236000
871,20,RL,60,6600,Pave,,Reg,Lvl,109500
872,60,RL,70,8750,Pave,,Reg,Lvl,200500
873,20,RL,74,8892,Pave,,Reg,Lvl,116000
874,40,RL,60,12144,Pave,,Reg,Lvl,133000
875,50,RM,52,5720,Pave,,Reg,Lvl,66500
876,60,FV,75,9000,Pave,,Reg,Lvl,303477
877,20,RL,94,25286,Pave,,Reg,HLS,132250
878,60,RL,74,8834,Pave,,Reg,Lvl,350000
879,85,RL,88,11782,Pave,,IR1,Lvl,148000
880,20,RL,,7000,Pave,,IR1,Lvl,136500
881,20,RL,60,7024,Pave,,Reg,Lvl,157000
882,50,RL,44,13758,Pave,,IR1,Lvl,187500
883,60,RL,,9636,Pave,,IR1,Lvl,178000
884,75,RL,60,6204,Pave,,Reg,Bnk,118500
885,20,RL,65,7150,Pave,,Reg,Lvl,100000
886,120,FV,50,5119,Pave,,IR1,Lvl,328900
887,90,RL,70,8393,Pave,,Reg,Lvl,145000
888,50,RL,59,16466,Pave,,IR1,Lvl,135500
889,20,RL,95,15865,Pave,,IR1,Lvl,268000
890,20,RL,128,12160,Pave,,Reg,Lvl,149500
891,50,RL,60,8064,Pave,,Reg,Lvl,122900
892,60,RL,70,11184,Pave,,Reg,Lvl,172500
893,20,RL,70,8414,Pave,,Reg,Lvl,154500
894,20,RL,,13284,Pave,,Reg,Lvl,165000
895,90,RL,64,7018,Pave,,Reg,Bnk,118858
896,60,RL,71,7056,Pave,,Reg,Lvl,140000
897,30,RM,50,8765,Pave,Grvl,Reg,Lvl,106500
898,90,RL,64,7018,Pave,,Reg,Lvl,142953
899,20,RL,100,12919,Pave,,IR1,Lvl,611657
900,20,RL,65,6993,Pave,,Reg,Lvl,135000
901,20,RL,,7340,Pave,,IR1,Lvl,110000
902,20,RL,64,8712,Pave,,IR1,Lvl,153000
903,60,RL,63,7875,Pave,,Reg,Lvl,180000
904,20,RL,50,14859,Pave,,IR1,HLS,240000
905,20,RL,,6173,Pave,,IR1,Lvl,125500
906,20,RL,80,9920,Pave,,Reg,Lvl,128000
907,20,RL,116,13501,Pave,,IR1,Lvl,255000
908,50,RL,86,11500,Pave,,IR1,Lvl,250000
909,20,RL,,8885,Pave,,IR1,Low,131000
910,60,RL,149,12589,Pave,,IR2,Lvl,174000
911,90,RL,80,11600,Pave,,Reg,Lvl,154300
912,20,RL,,9286,Pave,,IR1,Lvl,143500
913,30,RM,51,6120,Pave,,Reg,Lvl,88000
914,90,RH,82,6270,Pave,,Reg,HLS,145000
915,160,FV,30,3000,Pave,Pave,Reg,Lvl,173733
916,160,RM,21,2001,Pave,,Reg,Lvl,75000
917,20,C (all),50,9000,Pave,,Reg,Lvl,35311
918,20,RL,,17140,Pave,,Reg,Lvl,135000
919,60,RL,103,13125,Pave,,IR1,Lvl,238000
920,20,RL,87,11029,Pave,,IR1,Lvl,176500
921,60,RL,70,8462,Pave,,IR1,Lvl,201000
922,90,RL,67,8777,Pave,,Reg,Lvl,145900
923,20,RL,65,10237,Pave,,Reg,Lvl,169990
924,120,RL,50,8012,Pave,,Reg,Lvl,193000
925,20,RL,79,10240,Pave,,Reg,Lvl,207500
926,20,RL,,15611,Pave,,IR1,Lvl,175000
927,60,RL,93,11999,Pave,,Reg,Lvl,285000
928,60,RL,,9900,Pave,,Reg,Lvl,176000
929,20,RL,,11838,Pave,,Reg,Lvl,236500
930,60,RL,,13006,Pave,,IR1,Lvl,222000
931,20,RL,73,8925,Pave,,IR1,HLS,201000
932,20,RL,70,9100,Pave,,Reg,Lvl,117500
933,20,RL,84,11670,Pave,,IR1,Lvl,320000
934,20,RL,63,8487,Pave,,Reg,Lvl,190000
935,20,RL,313,27650,Pave,,IR2,HLS,242000
936,30,RL,52,5825,Pave,,IR1,Lvl,79900
937,20,RL,67,10083,Pave,,Reg,Lvl,184900
938,60,RL,75,9675,Pave,,Reg,Lvl,253000
939,60,RL,73,8760,Pave,,Reg,Lvl,239799
940,70,RL,,24090,Pave,,Reg,Lvl,244400
941,90,RL,55,12640,Pave,,IR1,Lvl,150900
942,60,RL,,8755,Pave,,IR1,Lvl,214000
943,90,RL,42,7711,Pave,,IR1,Lvl,150000
944,90,RL,100,25000,Pave,,Reg,Low,143000
945,20,RL,,14375,Pave,,IR1,Lvl,137500
946,50,RM,98,8820,Pave,,Reg,Lvl,124900
947,80,RL,70,8163,Pave,,Reg,Lvl,143000
948,20,RL,85,14536,Pave,,Reg,Lvl,270000
949,60,RL,65,14006,Pave,,IR1,Lvl,192500
950,20,RL,78,9360,Pave,,Reg,Lvl,197500
951,20,RL,60,7200,Pave,,Reg,Lvl,129000
952,20,RH,60,7800,Pave,,Reg,Lvl,119900
953,85,RL,60,7200,Pave,,Reg,Lvl,133900
954,60,RL,,11075,Pave,,IR1,Lvl,172000
955,90,RL,35,9400,Pave,,IR1,Lvl,127500
956,90,RH,82,7136,Pave,,IR1,HLS,145000
957,160,RM,24,1300,Pave,,Reg,Lvl,124000
958,20,RL,70,7420,Pave,,Reg,Lvl,132000
959,20,RL,65,8450,Pave,,Reg,Lvl,185000
960,160,FV,24,2572,Pave,,Reg,Lvl,155000
